Borrower Name,Lender Name / Role,Sector,RIC,Tranche Type,Issue Date,Maturity Date,Discounted Spread,Tranche Amount (USD),Tranche Amount,Tranche Currency,Market Segment,Region,Market of Issue,Domicile,Specific Purpose,Base Rate / Margin,Seniority,Secured,Tenor,Tranche CUSIP,Ticker,SIC,NAIC,Contributed Pricing Source,LIN,Sponsored,Price (Ask),Price (Bid),Price (Mid),Pricing Source,Yield (to 3 yrs)
HINUERA INVESTMENTS SL,"Abanca Corporacion Bancaria SA:Participant, Banca March SA:Participant, Banco Bilbao Vizcaya Argentaria SA [BBVA]:Participant, Banco Santander SA:Mandated Lead arranger, Banco de Sabadell SA:Participant, Caixabank SA:Mandated Lead arranger, Deutsche Bank AG:Participant",Financial & Commodity Market Operators & Service Providers (NEC),,Term Loan B,23-04-24,23-04-30,--,"36,459,473","35,000,000",Euro,"Sponsored, M&A, Institutional, Covenant Lite, LBO, Leveraged",EMEA,Spain,Spain,Leveraged Buyout,,Senior,Yes,72,,HININ,"Finance, Insurance and Real Estate\Security and Commodity Brokers, Dealers, Exchanges, and Services\Services Allied With The Exchange of Securities Or Commodities\Services Allied With The Exchange of Securities Or Commodities,",Miscellaneous Financial Investment Activities,,,Yes,--,--,--,,--
CHAILEASE FINANCE CO LTD,"CTBC Bank Co Ltd:Mandated Lead arranger, First Commercial Bank:Mandated Lead arranger, Hua Nan Commercial Bank Ltd:Mandated Lead arranger, Mizuho Bank Ltd:Mandated Lead arranger",Corporate Financial Services (NEC),,Guarantee,24-04-24,24-04-27,--,"58,352,016","1,900,000,000",Taiwanese Dollar,,Asia,Taiwan,Taiwan,General Purpose,,Senior,,36,,CHLSFI,"Finance, Insurance and Real Estate\Nondepository Credit Institutions\Business Credit Institutions\Miscellaneous Business Credit Institutions",Sales Financing,,,No,--,--,--,,--
COIMA SGR SPA,"BPER Banca SpA:Mandated Lead arranger, Banco BPM SpA:Mandated Lead arranger, Generali Real Estate SGR SpA:Mandated Lead arranger, Intesa Sanpaolo SpA [ISP]:Mandated Lead arranger, UniCredit:Mandated Lead arranger",Investment Management & Fund Operators (NEC),,CAPEX Facility,24-04-24,24-04-28,--,"60,418,555","58,000,000",Euro,"Green Loan, Sustainable Finance Loans",EMEA,Italy,Italy,Real estate loan,,Senior,Yes,48,,COIMGO,"Finance, Insurance and Real Estate\Holding and Other Investment Offices\Miscellaneous Investing\Real Estate Investment Trusts",Portfolio Management and Investment Advice,,,No,--,--,--,,--
CHAILEASE FINANCE CO LTD,"CTBC Bank Co Ltd:Mandated Lead arranger, EnTie Commercial Bank:Lead arranger, First Commercial Bank:Mandated Lead arranger, Hua Nan Commercial Bank Ltd:Mandated Lead arranger, Mizuho Bank Ltd:Mandated Lead arranger, Shanghai Commercial & Savings Bank:Lead arranger, Taichung Commercial Bank:Manager",Corporate Financial Services (NEC),,Term Loan,24-04-24,24-04-27,--,"99,812,659","3,250,000,000",Taiwanese Dollar,,Asia,Taiwan,Taiwan,General Purpose,68 + 80,Senior,,36,,CHLSFI,"Finance, Insurance and Real Estate\Nondepository Credit Institutions\Business Credit Institutions\Miscellaneous Business Credit Institutions",Sales Financing,,,No,--,--,--,,--
BANCO PROMERICA S A,"Atlantic Forfaitierungs AG:Co-arranger, BHD International Bank (Panama) SA:Co-arranger, Bancaribe International Bank Inc:Co-arranger, Banco Continental:Mandated Lead arranger, Banco Davivienda SA:Co-arranger, Banco Occidente:Co-arranger, Banco de Bogota SA:Co-arranger, Bladex [Banco Latinoamericano de Comercio Exterior SA]:Mandated Lead arranger, Commerzbank AG:Mandated Lead arranger, Mercantil Bank:Co-arranger, Multibank Inc:Co-arranger, Unibank SA:Co-arranger",,,Term Loan,24-04-24,24-04-27,--,"100,000,000","100,000,000",US Dollar,,Latin America,Guatemala,,General Purpose,,Senior,,36,,,,,,,No,--,--,--,,--
COIMA SGR SPA,"BPER Banca SpA:Mandated Lead arranger, Banco BPM SpA:Mandated Lead arranger, Generali Real Estate SGR SpA:Mandated Lead arranger, Intesa Sanpaolo SpA [ISP]:Mandated Lead arranger, UniCredit:Mandated Lead arranger",Investment Management & Fund Operators (NEC),,Term Loan,24-04-24,24-04-28,--,"20,833,984","20,000,000",Euro,"Green Loan, Sustainable Finance Loans",EMEA,Italy,Italy,Real estate loan,,Senior,Yes,48,,COIMGO,"Finance, Insurance and Real Estate\Holding and Other Investment Offices\Miscellaneous Investing\Real Estate Investment Trusts",Portfolio Management and Investment Advice,,,No,--,--,--,,--
COIMA SGR SPA,"BPER Banca SpA:Mandated Lead arranger, Banco BPM SpA:Mandated Lead arranger, Generali Real Estate SGR SpA:Mandated Lead arranger, Intesa Sanpaolo SpA [ISP]:Mandated Lead arranger, UniCredit:Mandated Lead arranger",Investment Management & Fund Operators (NEC),,Term Loan,24-04-24,24-04-28,--,"76,877,402","73,800,000",Euro,"Green Loan, Sustainable Finance Loans",EMEA,Italy,Italy,Real estate loan,,Senior,Yes,48,,COIMGO,"Finance, Insurance and Real Estate\Holding and Other Investment Offices\Miscellaneous Investing\Real Estate Investment Trusts",Portfolio Management and Investment Advice,,,No,--,--,--,,--
COIMA SGR SPA,"BPER Banca SpA:Mandated Lead arranger, Banco BPM SpA:Mandated Lead arranger, Generali Real Estate SGR SpA:Mandated Lead arranger, Intesa Sanpaolo SpA [ISP]:Mandated Lead arranger, UniCredit:Mandated Lead arranger",Investment Management & Fund Operators (NEC),,Term Loan,24-04-24,30-12-28,--,"34,271,904","32,900,000",Euro,"Green Loan, Sustainable Finance Loans",EMEA,Italy,Italy,Real estate loan,,Senior,Yes,56,,COIMGO,"Finance, Insurance and Real Estate\Holding and Other Investment Offices\Miscellaneous Investing\Real Estate Investment Trusts",Portfolio Management and Investment Advice,,,No,--,--,--,,--
APPIAN CAPITAL ADVISORY LLP,,Investment Management,,Revolver/Term Loan,24-04-24,,--,"22,200,000","22,200,000",US Dollar,,Asia,Papua New Guinea,United Kingdom,Capital expenditure,,Senior,Yes,--,,CHYSTP,"Finance, Insurance and Real Estate\Security and Commodity Brokers, Dealers, Exchanges, and Services\Services Allied With The Exchange of Securities Or Commodities\Investment Advice",Portfolio Management and Investment Advice,,,No,--,--,--,,--
APPIAN CAPITAL ADVISORY LLP,,Investment Management,,Revolver/Term Loan,24-04-24,24-04-31,--,"70,000,000","70,000,000",US Dollar,,Asia,Papua New Guinea,United Kingdom,Capital expenditure,,Senior,Yes,84,,CHYSTP,"Finance, Insurance and Real Estate\Security and Commodity Brokers, Dealers, Exchanges, and Services\Services Allied With The Exchange of Securities Or Commodities\Investment Advice",Portfolio Management and Investment Advice,,,No,--,--,--,,--
APPIAN CAPITAL ADVISORY LLP,,Investment Management,,Revolver/Term Loan,24-04-24,24-04-31,--,"22,200,000","22,200,000",US Dollar,,Asia,Papua New Guinea,United Kingdom,Capital expenditure,,Senior,Yes,84,,CHYSTP,"Finance, Insurance and Real Estate\Security and Commodity Brokers, Dealers, Exchanges, and Services\Services Allied With The Exchange of Securities Or Commodities\Investment Advice",Portfolio Management and Investment Advice,,,No,--,--,--,,--
CHAILEASE FINANCE CO LTD,"CTBC Bank Co Ltd:Mandated Lead arranger, EnTie Commercial Bank:Lead arranger, First Commercial Bank:Mandated Lead arranger, Hua Nan Commercial Bank Ltd:Mandated Lead arranger, Mizuho Bank Ltd:Mandated Lead arranger, Shanghai Commercial & Savings Bank:Lead arranger, Taichung Commercial Bank:Manager",Corporate Financial Services (NEC),,Revolver/Line >= 1 Yr.,24-04-24,24-04-27,--,"99,812,659","3,250,000,000",Taiwanese Dollar,,Asia,Taiwan,Taiwan,General Purpose,68 + 80,Senior,,36,,CHLSFI,"Finance, Insurance and Real Estate\Nondepository Credit Institutions\Business Credit Institutions\Miscellaneous Business Credit Institutions",Sales Financing,,,No,--,--,--,,--
COIMA SGR SPA,"BPER Banca SpA:Mandated Lead arranger, Banco BPM SpA:Mandated Lead arranger, Generali Real Estate SGR SpA:Mandated Lead arranger, Intesa Sanpaolo SpA [ISP]:Mandated Lead arranger, UniCredit:Mandated Lead arranger",Investment Management & Fund Operators (NEC),,CAPEX Facility,24-04-24,30-12-28,--,"58,335,156","56,000,000",Euro,"Green Loan, Sustainable Finance Loans",EMEA,Italy,Italy,Real estate loan,,Senior,Yes,56,,COIMGO,"Finance, Insurance and Real Estate\Holding and Other Investment Offices\Miscellaneous Investing\Real Estate Investment Trusts",Portfolio Management and Investment Advice,,,No,--,--,--,,--
PAYLINK PAYMENT PLANS LLC,"Associated Bank NA:Participant, Axos Bank:Participant, Bank of Montreal:Participant, BankUnited Inc:Participant, Bankers Trust Co:Participant, Bremer Bank NA:Participant, CIT Bank Ltd:Participant, Canadian Imperial Bank of Commerce:Arranger, Capital One NA:Participant, Customers Bank:Participant, East West Bank:Participant, First Bank Chicago:Participant, First Financial Bank:Participant, First Merchants Bank NA:Participant, Flagstar Bank:Participant, Old National Bank:Participant, Regions Bank:Participant, Santander Bank NA:Participant, Synovus Bank:Participant, Truist Financial:Participant, Valley National Bank:Participant, WebBank:Participant, Wintrust Financial Corp:Participant",Transaction & Payment Services,,Revolver/Line >= 1 Yr.,25-04-24,15-03-27,--,"270,000,000","270,000,000",US Dollar,Non Investment Grade,North America,United States,United States,Working capital,,Senior,,35,,PYLKP,"Finance, Insurance and Real Estate\Nondepository Credit Institutions\Personal Credit Institutions\Personal Credit Institutions","Financial Transactions Processing, Reserve, and Clearinghouse Activities",,,No,--,--,--,,--
CORTLAND ENHANCED VALUE FUND VI REIT LLC,"Bank United:Participant, Emigrant Bank:Participant, KeyBank:Participant, US Bank NA:Admin agent",,,Revolver/Line >= 1 Yr.,25-04-24,25-07-25,--,"200,000,000","200,000,000",US Dollar,Non Investment Grade,North America,United States,United States,Real estate loan,,Senior,,15,,CDEVU,"Finance, Insurance and Real Estate\Real Estate\Real Estate Operators (Except Developers) and Lessors\Operators of Nonresidential Buildings",,,,No,--,--,--,,--
CREONS QUALITE FINANCE ET DEVELOPPEMENT CQFD SAS,"BPCE SA:Participant, Credit Agricole Corporate & Investment Bank SA [Credit Agricole CIB]:Mandated Lead arranger",Investment Management & Fund Operators (NEC),,Term Loan,25-04-24,25-04-31,--,"9,400,000","9,400,000",US Dollar,Investment Grade,EMEA,France,France,Capital expenditure,,Senior,,84,,CROQD,"Finance, Insurance and Real Estate\Holding and Other Investment Offices\Investment Offices\Management Investment Offices, Open- End",Offices of Other Holding Companies,,,No,--,--,--,,--
VUKILE PROPERTY FUND LTD,ABSA Bank Ltd [South Africa]:Sole lender,Retail REITs,,Other Loan,25-04-24,,--,"60,766,766","1,100,000,000",South African Rand,"Sustainability Linked Loans, Green Loan, Sustainable Finance Loans",EMEA,South Africa,South Africa,General Purpose,,Senior,,--,,VKEJ,"Finance, Insurance and Real Estate\Holding and Other Investment Offices\Miscellaneous Investing\Real Estate Investment Trusts",Lessors of Nonresidential Buildings (except Miniwarehouses),,,No,--,--,--,,--
PISA ACQUISITION FINANCE CO PTY LTD,"Bank of China (Hong Kong) Ltd:Arranger, Bank of China Ltd:Mandated Lead arranger, Bank of Communications Co Ltd:Lead arranger, Bank of East Asia Ltd:Arranger, Cathay United Bank:Lead arranger, China Everbright Bank:Lead arranger, China Merchants Bank Co Ltd:Mandated Lead arranger, Commonwealth Bank of Australia:Mandated Lead arranger, Cooperatieve Rabobank UA:Mandated Lead arranger, DNB Bank ASA:Mandated Lead arranger, E Sun Commercial Bank Ltd:Mandated Lead arranger, First Commercial Bank:Arranger, Fubon Bank (Hong Kong) Ltd:Arranger, HSBC:Mandated Lead arranger, Hua Nan Commercial Bank Ltd:Arranger, Industrial & Commercial Bank of China Ltd [ICBC]:Mandated Lead arranger, Korea Development Bank:Mandated Lead arranger, Mega International Commercial Bank Co Ltd:Mandated Lead arranger, Mizuho Bank Ltd:Mandated Lead arranger, Nanyang Commercial Bank Ltd:Lead arranger, Oversea-Chinese Banking Corp Ltd [OCBC]:Mandated Lead arranger, Siemens Bank GmbH:Mandated Lead arranger, Taiwan Business Bank:Arranger, Union Bank of India Ltd:Mandated Lead arranger",Corporate Financial Services (NEC),,Term Loan,26-04-24,26-04-31,--,"487,576,550","750,000,000",Australian Dollar,Project Finance,Asia,Australia,Australia,Project Finance,BBSY + 160,Senior,,84,,PIAFA,"Finance, Insurance and Real Estate\Insurance Carriers\Pension, Health, and Welfare Funds\Pension, Health, and Welfare Funds",Other Financial Vehicles,,,No,--,--,--,,--
SPARK FINANCE LTD,"Australia & New Zealand Banking Group Ltd [ANZ]:Mandated Lead arranger, Bank of New Zealand:Participant, Commonwealth Bank of Australia:Participant, HSBC:Participant, MUFG Bank Ltd:Participant, Westpac Banking Corp New Zealand Branch:Participant",Integrated Telecommunications Services (NEC),,Revolver/Line >= 1 Yr.,26-04-24,30-04-27,--,"116,660,250","200,000,000",New Zealand Dollar,,Asia,New Zealand,New Zealand,General Purpose,,Senior,,36,,SPKXF,"Finance, Insurance and Real Estate\Nondepository Credit Institutions\Business Credit Institutions\Miscellaneous Business Credit Institutions",Other Financial Vehicles,,,No,--,--,--,,--
LONE STAR FUND XI LP,"Australia & New Zealand Banking Group Ltd [ANZ]:Participant, BNP Paribas SA:Participant, Bank of America NA:Syndication agent, Bank of Nova Scotia:Participant, Comerica Bank:Participant, Industrial and Commercial Bank of China Ltd:Participant, Lloyds Bank:Participant, Royal Bank of Canada:Participant, State Street Bank:Participant, Wells Fargo Bank NA:Admin agent",Closed End Funds,,Revolver/Line >= 1 Yr.,26-04-24,25-04-25,--,"397,000,000","397,000,000",US Dollar,Non Investment Grade,North America,Bermuda,United States,Real estate loan,,Senior,,12,,LONEF,"Finance, Insurance and Real Estate\Holding and Other Investment Offices\Investment Offices\Management Investment Offices, Open- End",Other Financial Vehicles,,,No,--,--,--,,--
QINGDAO NORTH SHORE ENERGY STORAGE INDUSTRIAL PARK INVESTMENT DEVELOPMENT CO LTD,"Bank of China Ltd:Arranger, Bank of China Qingdao:Mandated Lead arranger, Bank of Rizhao Co Ltd:Mandated Lead arranger, China Everbright Bank:Participant",Investment Management & Fund Operators (NEC),,Term Loan,28-04-24,28-04-39,--,"111,669,312","809,100,000",Chinese Yuan,,Asia,China (Mainland),China (Mainland),Capital expenditure,,Senior,,180,,CHYGVS,"Services\Business Services\Miscellaneous Business Services\Business Services, Not Elsewhere Classified",Portfolio Management and Investment Advice,,,No,--,--,--,,--
KOMATSU FINANCE AMERICA INC,"Bank of America NA:Syndication agent, Citibank NA:Admin agent, JP Morgan:Syndication agent, Mizuho Bank Ltd:Syndication agent, Northern Trust Co:Participant, PNC Bank NA:Syndication agent, Sumitomo Mitsui Banking Corp:Syndication agent",Construction Machinery,,364-Day Facility,29-04-24,28-04-25,--,"500,000,000","500,000,000",US Dollar,Investment Grade,North America,United States,United States,General Purpose,,Senior,,12,50045UAP0,KOMSUB,"Finance, Insurance and Real Estate\Insurance Carriers\Pension, Health, and Welfare Funds\Pension, Health, and Welfare Funds",Other Financial Vehicles,,,No,--,--,--,,--
TITAN INVESTMENT CORP,"BNP Paribas SA:Arranger, Macquarie Capital (USA) Inc:Admin agent",Investment Management & Fund Operators (NEC),,Revolver/Line >= 1 Yr.,29-04-24,20-03-26,--,"40,000,000","40,000,000",US Dollar,"Sponsored, Non Investment Grade",North America,United States,United States,General Purpose,,Senior,Yes,23,88830YAB2,TWIAN,"Finance, Insurance and Real Estate\Security and Commodity Brokers, Dealers, Exchanges, and Services\Security Brokers, Dealers, and Flotation Companies\Security Brokers, Dealers, and Flotation Companies",Miscellaneous Intermediation,,,Yes,--,--,--,,--
SCF FUNDING LLC,"Canadian Imperial Bank of Commerce:Arranger, Citizens Bank NA:Arranger, Deutsche Bank AG:Arranger, Fifth Third Bank:Arranger, Royal Bank of Canada:Admin agent, Truist Financial:Arranger, Wells Fargo & Co:Arranger",,,Term Loan,29-04-24,,--,"150,000,000","150,000,000",US Dollar,Non Investment Grade,North America,United States,United States,General Purpose,,Senior,,--,,,"Finance, Insurance and Real Estate\Holding and Other Investment Offices\Investment Offices\Management Investment Offices, Open- End",,,,No,--,--,--,,--
SCF FUNDING LLC,"Canadian Imperial Bank of Commerce:Arranger, Citizens Bank NA:Arranger, Deutsche Bank AG:Arranger, Fifth Third Bank:Arranger, Royal Bank of Canada:Admin agent, Truist Financial:Arranger, Wells Fargo & Co:Arranger",,,Revolver/Line >= 1 Yr.,29-04-24,,--,"380,000,000","380,000,000",US Dollar,Non Investment Grade,North America,United States,United States,General Purpose,,Senior,,--,,,"Finance, Insurance and Real Estate\Holding and Other Investment Offices\Investment Offices\Management Investment Offices, Open- End",,,,No,--,--,--,,--
FOSUN INTERNATIONAL LTD,"BNP Paribas SA:Mandated Lead arranger, Banco Comercial Portugues Macau:Mandated Lead arranger, Banco de Brazil:Lead arranger, Bank of China Ltd:Arranger, Bank of China Macau:Mandated Lead arranger, Bank of East Asia Ltd:Mandated Lead arranger, Commerzbank AG Singapore:Mandated Lead arranger, HSBC:Mandated Lead arranger, Hang Seng Bank Ltd:Mandated Lead arranger, Korea Development Bank:Arranger, Natixis Hong Kong Branch:Mandated Lead arranger, Qatar National Bank QPSC:Mandated Lead arranger, Shanghai Commercial & Savings Bank:Mandated Lead arranger, Standard Chartered Bank Hong Kong:Mandated Lead arranger",Investment Management & Fund Operators (NEC),,Revolver/Line >= 1 Yr.,30-04-24,30-04-27,--,"40,000,000","40,000,000",US Dollar,"Sustainability Linked Loans, Sustainable Finance Loans",Asia,Hong Kong,Hong Kong,General Purpose,Euribor + 175,Senior,,36,,FSNIN,"Finance, Insurance and Real Estate\Insurance Agents, Brokers, and Service\Insurance Agents, Brokers, and Service\Insurance Agents, Brokers, and Service",Miscellaneous Intermediation,,,No,--,--,--,,"22,500.00"
